candidate_name,party_name,storkreds,tiktok_handle,tiktok_url,handle_score,name_score,party_score,context_score,total_score,auto_status,review
"Astrid Carøe","SF - Socialistisk Folkeparti","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Benny Dall","Enhedslisten - De Rød-Grønne","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Benny Engelbrecht","Socialdemokratiet","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Betina Asbæk","Moderaterne","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Bjørn Jensen","Det Konservative Folkeparti","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Bodil Nielsen","Alternativet","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Brian Perri","Moderaterne","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Caroline Stage","Moderaterne","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Carsten Bach","Liberal Alliance","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Chris Hvidberg","Liberal Alliance","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Christian Faurholdt Jeppesen","Socialdemokratiet","Bornholms Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Christian Juhl","Enhedslisten - De Rød-Grønne","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Christian Jørgensen","Liberal Alliance","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Christian Mutwa Christensen","SF - Socialistisk Folkeparti","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Christian Vigilius","Det Konservative Folkeparti","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Christian Wibholm","Danmarksdemokraterne - Inger Støjberg","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Christoffer Aagaard Melson","Venstre","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Christoffer Emil Jexen","Enhedslisten - De Rød-Grønne","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Christopher Arzrouni","Liberal Alliance","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Clara Turms","Enhedslisten - De Rød-Grønne","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Claus Bakke","Venstre","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Claus Buch","Venstre","Københavns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Daniel Drefeld","Det Konservative Folkeparti","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Ditte Keidser","Det Konservative Folkeparti","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Dorthe Beck-Nyling","Moderaterne","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Erik Veje Rasmussen","Venstre","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Filiz Sarah Thunø","Socialdemokratiet","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Flemming Møller Mortensen","Socialdemokratiet","Nordjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Frederik Grünfeld","Liberal Alliance","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Gorm Simonsen","Radikale Venstre","Nordjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Hanne Bjørn","Liberal Alliance","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Helge Bo Jensen","Enhedslisten - De Rød-Grønne","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Henrik Frandsen","Moderaterne","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Henrik Jacobsen","Det Konservative Folkeparti","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Henrik Møller","Socialdemokratiet","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Henrik Rejnholt Andersen","Venstre","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Ingrid Heintz","Alternativet","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Isabella Arendt","Det Konservative Folkeparti","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Jacob Bentsen","Dansk Folkeparti","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Jacob Stryhn","Det Konservative Folkeparti","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Jakob Ravn Karlsen","Alternativet","Københavns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Jannie Boysen Westergaard","Det Konservative Folkeparti","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Jens Henrik W. Thulesen Dahl","Danmarksdemokraterne - Inger Støjberg","Fyns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Jeppe Bruus","Socialdemokratiet","Fyns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Jeppe Fransson","Radikale Venstre","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Johanna-Maria Precht","Enhedslisten - De Rød-Grønne","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"John Bjerg","Borgernes Parti - Lars Boje Mathiesen","Nordjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"John Rasmussen","Liberal Alliance","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Jonas Paludan","Enhedslisten - De Rød-Grønne","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Josephine Alstrup Kofod","Dansk Folkeparti","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Kasper B.G. Lauritsen","Socialdemokratiet","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Kasper Flygare","Socialdemokratiet","Bornholms Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Katrine Robsøe","Radikale Venstre","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Kevin Possekel","Liberal Alliance","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Kristian Thomsen","Det Konservative Folkeparti","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Lars Aagaard","Moderaterne","Fyns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Lars Boje Mathiesen","Borgernes Parti - Lars Boje Mathiesen","Østjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Lars Fibæk","Socialdemokratiet","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Lars Green Bach","Radikale Venstre","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Lars Mogensen","Enhedslisten - De Rød-Grønne","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Lasse Olsen","Enhedslisten - De Rød-Grønne","Nordjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Lasse Oszadlik","Moderaterne","Bornholms Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Stine Øllegaard","Enhedslisten - De Rød-Grønne","Fyns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Stinus Lindgreen","Radikale Venstre","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Susan H. Møller","Liberal Alliance","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Søren Rye","Socialdemokratiet","Nordsjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Søren T. Fugleberg","Borgernes Parti - Lars Boje Mathiesen","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Tenna Røberg","Dansk Folkeparti","Københavns Omegns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Thorbern Alexander Klingert","Venstre","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Tim Larsen","Borgernes Parti - Lars Boje Mathiesen","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Tobias Bennedsen","Det Konservative Folkeparti","Fyns Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Tommi Christensen","Socialdemokratiet","Sydjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Trine Jepsen","Venstre","Vestjyllands Storkreds","","","0","0","0","0","0","manual_review","afventer"
"Ulrik Lassen","Liberal Alliance","Sjællands Storkreds","","","0","0","0","0","0","manual_review","afventer"
