candidate_name,party_name,storkreds,tiktok_handle,tiktok_url,handle_score,name_score,party_score,context_score,total_score,status
Ulrik Lassen,Liberal Alliance,Sjællands Storkreds,,,0,0,0,0,0,manual_review
Aksel Rosager Johansen,Enhedslisten - De Rød-Grønne,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Allan Orland,Borgernes Parti - Lars Boje Mathiesen,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Allan Svendsen,Dansk Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Anders Andreasen,Socialdemokratiet,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Anders Bøge,SF - Socialistisk Folkeparti,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Anders Fausbøll,Venstre,Københavns Storkreds,,,0,0,0,0,0,no_match
Anja Rosengreen,SF - Socialistisk Folkeparti,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Anna Brændemose,SF - Socialistisk Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Anna Katrine Leth Rehn,SF - Socialistisk Folkeparti,Fyns Storkreds,,,0,0,0,0,0,no_match
Anne Honoré Østergaard,Venstre,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Anne Møllegaard Mortensen,Dansk Folkeparti,Fyns Storkreds,,,0,0,0,0,0,no_match
Anne-Marie Hemmeth,Alternativet,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Anne-Sofie Sadolin,Radikale Venstre,Københavns Storkreds,,,0,0,0,0,0,no_match
Annette Sofia Skotte,Liberal Alliance,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Anni Matthiesen,Venstre,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Arne Hyldgaard,Borgernes Parti - Lars Boje Mathiesen,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Barbara Engelstoft,Det Konservative Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,no_match
Benny Bindslev,Danmarksdemokraterne - Inger Støjberg,Københavns Storkreds,,,0,0,0,0,0,no_match
Benny Damgaard,Danmarksdemokraterne - Inger Støjberg,Sjællands Storkreds,,,0,0,0,0,0,no_match
Bente Refslund,SF - Socialistisk Folkeparti,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Berit Raldin,Enhedslisten - De Rød-Grønne,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Bia Ndamukunda,Det Konservative Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Birgit Gedionsen,Enhedslisten - De Rød-Grønne,Sjællands Storkreds,,,0,0,0,0,0,no_match
Birgitte Bergman,Det Konservative Folkeparti,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Birgitte Vind,Socialdemokratiet,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Birthe Tindbæk Bredo,Venstre,Bornholms Storkreds,,,0,0,0,0,0,no_match
Bjarke Bisgaard Yolal,SF - Socialistisk Folkeparti,Københavns Storkreds,,,0,0,0,0,0,no_match
Bjarne Lastein,Radikale Venstre,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Bjørn Laursen,Socialdemokratiet,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Bo Ritterbusch,Liberal Alliance,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Bo Tønnesen,Alternativet,Fyns Storkreds,,,0,0,0,0,0,no_match
Bodil Helbo,Alternativet,Fyns Storkreds,,,0,0,0,0,0,no_match
Brian Lyck Jørgensen,Dansk Folkeparti,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Brian Mørch,Danmarksdemokraterne - Inger Støjberg,Sjællands Storkreds,,,0,0,0,0,0,no_match
Brian Prehn,Liberal Alliance,Sjællands Storkreds,,,0,0,0,0,0,no_match
Bruno Jerup,Enhedslisten - De Rød-Grønne,Sjællands Storkreds,,,0,0,0,0,0,no_match
Carina Sarkkinen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Carl Valentin,SF - Socialistisk Folkeparti,Københavns Storkreds,,,0,0,0,0,0,no_match
Caroline Svejsø,Det Konservative Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Carsten Abildtrup Ranum,Liberal Alliance,Sjællands Storkreds,,,0,0,0,0,0,no_match
Carsten Sohl,Alternativet,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Casper Hindkjær,Radikale Venstre,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Catharina Næsby Malkki,Alternativet,Københavns Storkreds,,,0,0,0,0,0,no_match
Cecilie C. Johannsen,Det Konservative Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Cecilie Louise Balbay Holdt,SF - Socialistisk Folkeparti,Københavns Storkreds,,,0,0,0,0,0,no_match
Charlotte Broman Mølbæk,SF - Socialistisk Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Charlotte Friberg Henriksen,Borgernes Parti - Lars Boje Mathiesen,Bornholms Storkreds,,,0,0,0,0,0,no_match
Charlotte Haagendrup,Moderaterne,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Charlotte Møller-Madsen,Borgernes Parti - Lars Boje Mathiesen,Fyns Storkreds,,,0,0,0,0,0,no_match
Charlotte Vindeløv,SF - Socialistisk Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Christian Elkjær,Radikale Venstre,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Christian Fini Mosegaard,Liberal Alliance,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Christian Rabjerg Madsen,Socialdemokratiet,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Christian Tarbensen,Det Konservative Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Christina Foldager,Det Konservative Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Christina Lykke,SF - Socialistisk Folkeparti,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Christina Thorholm,Radikale Venstre,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Christopher Blomsterberg-Thaysen,Venstre,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Claus Beck,Liberal Alliance,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Claus Oxfeldt,Venstre,Fyns Storkreds,,,0,0,0,0,0,no_match
Claus Skovmose,Danmarksdemokraterne - Inger Støjberg,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Coco Mette Cecilie Kjærgaard,Alternativet,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Damian Hartvig Mathiesen,Enhedslisten - De Rød-Grønne,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Dan Arnløv,Det Konservative Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Dan Gaardboe Rueskov,Liberal Alliance,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Danny Rosenkilde,Dansk Folkeparti,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
David Rønne,Enhedslisten - De Rød-Grønne,Københavns Storkreds,,,0,0,0,0,0,no_match
Didde Krabbe Johannesen,Alternativet,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Ditte Ravn Kaagaard,Moderaterne,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Dorte Vilhelmsen,Det Konservative Folkeparti,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Dorthe Hindborg,Socialdemokratiet,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Dorthe Kerschus,Radikale Venstre,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Egil Hulgaard,Det Konservative Folkeparti,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Elias Julius Binggeli,SF - Socialistisk Folkeparti,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Elise Sydendal,Alternativet,Sjællands Storkreds,,,0,0,0,0,0,no_match
Emil Viskum,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Emma Houe Mølgaard,Dansk Folkeparti,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Erik Flyvholm,Venstre,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Erik Særkjær,Socialdemokratiet,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Eva Bechmann,Danmarksdemokraterne - Inger Støjberg,Københavns Storkreds,,,0,0,0,0,0,no_match
Eva Borchorst Mejnertz,Socialdemokratiet,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Fie Hækkerup,Socialdemokratiet,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Flemming Steenlykke,Borgernes Parti - Lars Boje Mathiesen,Københavns Storkreds,,,0,0,0,0,0,no_match
Frederik Max Krag,Liberal Alliance,Sjællands Storkreds,,,0,0,0,0,0,no_match
Frederik Rosberg,Radikale Venstre,Københavns Storkreds,,,0,0,0,0,0,no_match
Freja Brandhøj,Liberal Alliance,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Gabriel Aaen,Det Konservative Folkeparti,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Gert Bækgaard,Venstre,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Gert Løfgren,Dansk Folkeparti,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Gitte Dreier Jacobsen,Alternativet,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Gitte Eriksen,Det Konservative Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Gorm Hoff Lauridsen,Det Konservative Folkeparti,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Gunver Birgitte Nielsen,Det Konservative Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Gunvor Wibroe,Socialdemokratiet,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Hanne Frølund,Radikale Venstre,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Hanne K. Mortensen,Alternativet,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Hanne Roed,Radikale Venstre,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Hans Biering Fonsbøl,Alternativet,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Hans Blaaberg,Dansk Folkeparti,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Hans Jørgen Adamsen,Venstre,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Hans Kristian Skibby,Danmarksdemokraterne - Inger Støjberg,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Helena Tjørnelund Christensen,Radikale Venstre,Sjællands Storkreds,,,0,0,0,0,0,no_match
Helene Brochmann,SF - Socialistisk Folkeparti,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Helene Brydensholt,Alternativet,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Helene Hellesøe Appel,Enhedslisten - De Rød-Grønne,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Helene Langager,Radikale Venstre,Københavns Storkreds,,,0,0,0,0,0,no_match
Helge K. Frandsen,Borgernes Parti - Lars Boje Mathiesen,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Helle Bonnesen,Det Konservative Folkeparti,Københavns Storkreds,,,0,0,0,0,0,no_match
Helle Munk Ravnborg,Enhedslisten - De Rød-Grønne,Bornholms Storkreds,,,0,0,0,0,0,no_match
Henning Bo Madsen,Enhedslisten - De Rød-Grønne,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Henning Lindberg,Enhedslisten - De Rød-Grønne,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Henrik B. Dynesen,Liberal Alliance,Sjællands Storkreds,,,0,0,0,0,0,no_match
Ib Poulsen,Borgernes Parti - Lars Boje Mathiesen,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Iben Forum Jeppesen,Liberal Alliance,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Ida Dyhr,Det Konservative Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,no_match
Jacob Abildgaard,Enhedslisten - De Rød-Grønne,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Jacob Antvorskov,Alternativet,Sjællands Storkreds,,,0,0,0,0,0,no_match
Jacob Skjærris,Det Konservative Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Jacqueline Kristensen,Liberal Alliance,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Jakob Venø Heiwald,Danmarksdemokraterne - Inger Støjberg,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Jan Herskov,Dansk Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,no_match
Jan Køpke Christensen,Borgernes Parti - Lars Boje Mathiesen,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Jan Werner Mathiasen,Radikale Venstre,Fyns Storkreds,,,0,0,0,0,0,no_match
Jarl Matthiesen,Venstre,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Jens Anton Tingstrøm,Socialdemokratiet,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Jens Kannegaard Lundager,Dansk Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Jens Langer Schou,Det Konservative Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Jens Skov,SF - Socialistisk Folkeparti,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Jeppe Trolle,Radikale Venstre,Sjællands Storkreds,,,0,0,0,0,0,no_match
Jes Halfdan,Borgernes Parti - Lars Boje Mathiesen,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Jesper Callesen,Alternativet,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Jesper Hartøft,SF - Socialistisk Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,no_match
Jette Juul,Dansk Folkeparti,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Jette Larsen,Det Konservative Folkeparti,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Jiesper Tristan Pedersen,Alternativet,Københavns Storkreds,,,0,0,0,0,0,no_match
Johan Brødsgaard,Radikale Venstre,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Johannes Joyce,Liberal Alliance,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Johannes Skov Pedersen,SF - Socialistisk Folkeparti,Fyns Storkreds,,,0,0,0,0,0,no_match
Julie Ahlefeldt-Laurvig,Det Konservative Folkeparti,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Julie Kølskov,Socialdemokratiet,Sjællands Storkreds,,,0,0,0,0,0,no_match
Julie Memborg,Liberal Alliance,Sjællands Storkreds,,,0,0,0,0,0,no_match
Juma Nellemann Kruse,Alternativet,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Jørgen Christian Pedersen,Det Konservative Folkeparti,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Jørgen Hammer Sørensen,Dansk Folkeparti,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Jørgen Kvist,SF - Socialistisk Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Kaj Alstrup,Enhedslisten - De Rød-Grønne,Fyns Storkreds,,,0,0,0,0,0,no_match
Kanishka Dastageer,Socialdemokratiet,Sjællands Storkreds,,,0,0,0,0,0,no_match
Karina Aamann,Venstre,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Karina Konrad,Alternativet,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Kasper Nordborg Kiær,SF - Socialistisk Folkeparti,Københavns Storkreds,,,0,0,0,0,0,no_match
Kasper Nygaard,Moderaterne,Sjællands Storkreds,,,0,0,0,0,0,no_match
Kasper Schneider,Liberal Alliance,Sjællands Storkreds,,,0,0,0,0,0,no_match
Katarina Ammitzbøll,Venstre,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Keld Lorenzen,Liberal Alliance,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Kenneth Skatka Hammer,Liberal Alliance,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Kim Eskesen,Socialdemokratiet,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Kim Hjerrild,Alternativet,Bornholms Storkreds,,,0,0,0,0,0,no_match
Kim Møller-Nielsen,Liberal Alliance,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Kirstine van Sabben,Moderaterne,Bornholms Storkreds,,,0,0,0,0,0,no_match
Klaus Sandfeld,Venstre,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Klavs Norup Lauridsen,Det Konservative Folkeparti,Fyns Storkreds,,,0,0,0,0,0,no_match
Knud Gaarn-Larsen,Uden for partierne,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Kresten Solvang Larsen,Liberal Alliance,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Kris Jensen Skriver,Socialdemokratiet,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Kristian Bøgsted,Danmarksdemokraterne - Inger Støjberg,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Kristine Amalie Rostgård,SF - Socialistisk Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,no_match
Kristoffer Kromand,Det Konservative Folkeparti,Bornholms Storkreds,,,0,0,0,0,0,no_match
Laila Stougaard Kofoed Espersen,Radikale Venstre,Bornholms Storkreds,,,0,0,0,0,0,no_match
Lars Abildskov,Liberal Alliance,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Lars Dohn,Enhedslisten - De Rød-Grønne,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Lars Nissen,SF - Socialistisk Folkeparti,Fyns Storkreds,,,0,0,0,0,0,no_match
Lars Rømer Olsen,Socialdemokratiet,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Lasse Harder Schousboe,Enhedslisten - De Rød-Grønne,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Lasse Skov Ovesen,Radikale Venstre,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Lennart Qvist,Det Konservative Folkeparti,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Lina Sikora Christiansen,Alternativet,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Linda Bollerup,SF - Socialistisk Folkeparti,Fyns Storkreds,,,0,0,0,0,0,no_match
Linda Frølund,Alternativet,Fyns Storkreds,,,0,0,0,0,0,no_match
Line Ervolder,Det Konservative Folkeparti,Københavns Storkreds,,,0,0,0,0,0,no_match
Line Gessø,Alternativet,Sjællands Storkreds,,,0,0,0,0,0,no_match
Line Østergaard Olsen,Liberal Alliance,Københavns Storkreds,,,0,0,0,0,0,no_match
Lisbeth Ivanhoe,Enhedslisten - De Rød-Grønne,Østjyllands Storkreds,,,0,0,0,0,0,no_match
"Lisbeth Torfing 3,",Enhedslisten - De Rød-Grønne,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Lise Coermann,Alternativet,Københavns Storkreds,,,0,0,0,0,0,no_match
Liselotte Katarina Rotfeld,Alternativet,Sjællands Storkreds,,,0,0,0,0,0,no_match
Liselotte Lynge,Danmarksdemokraterne - Inger Støjberg,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Lissi Bagge,Alternativet,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Lone Kjær Hein,Radikale Venstre,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Lone Langballe,Dansk Folkeparti,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Louise Høeg,Venstre,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Louise Mehnke,Socialdemokratiet,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Louise Svenstrup,Liberal Alliance,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Luise Hjortebjerg,Venstre,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Mads Fuglede,Danmarksdemokraterne - Inger Støjberg,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Maibritt Nielsen,Danmarksdemokraterne - Inger Støjberg,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Majbrit Nørgaard,Venstre,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Marcus Juul Grønbæk,Danmarksdemokraterne - Inger Støjberg,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Maria Dalum,Alternativet,Fyns Storkreds,,,0,0,0,0,0,no_match
Maria Gudme,Socialdemokratiet,Fyns Storkreds,,,0,0,0,0,0,no_match
Maria Ladegaard,Venstre,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Mariane Lunden,Alternativet,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Marianne Lynghøj,Venstre,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Mark Hellerup,Liberal Alliance,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Martin Graff Jørgensen,SF - Socialistisk Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,no_match
Martin Lissner,Liberal Alliance,Fyns Storkreds,,,0,0,0,0,0,no_match
Martin Sibast,Danmarksdemokraterne - Inger Støjberg,Københavns Storkreds,,,0,0,0,0,0,no_match
Mathias Thybo,Socialdemokratiet,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Mathilde Hjort Bressum,Venstre,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Matilde Powers,Socialdemokratiet,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Merete Dea Larsen,Dansk Folkeparti,Københavns Storkreds,,,0,0,0,0,0,no_match
Merete Riisager,Liberal Alliance,Københavns Storkreds,,,0,0,0,0,0,no_match
Mette Bram,Alternativet,Københavns Storkreds,,,0,0,0,0,0,no_match
Mette Skaarup,Enhedslisten - De Rød-Grønne,Fyns Storkreds,,,0,0,0,0,0,no_match
Mia Linda Møller,Moderaterne,Sjællands Storkreds,,,0,0,0,0,0,no_match
Michael Faust Horsbøl,Det Konservative Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Michael Graakjær,SF - Socialistisk Folkeparti,Sjællands Storkreds,,,0,0,0,0,0,no_match
Michael Hendriksen,Danmarksdemokraterne - Inger Støjberg,Bornholms Storkreds,,,0,0,0,0,0,no_match
Michael Melchert,Liberal Alliance,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Michael Nedersøe,Dansk Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Mikael Hertig,Alternativet,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Mikael Würtz,Dansk Folkeparti,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Mikkel Bahl,Alternativet,Københavns Storkreds,,,0,0,0,0,0,no_match
Mikkel Dencker,Dansk Folkeparti,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Mikkel Hartwich,Dansk Folkeparti,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Mogens Haugaard,Moderaterne,Sjællands Storkreds,,,0,0,0,0,0,no_match
Morten Arvidsson,Moderaterne,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Morten Trillingsgaard Høybye,Det Konservative Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Nana Løcke Buttenschøn,Alternativet,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Nanna Bonde,SF - Socialistisk Folkeparti,Københavns Storkreds,,,0,0,0,0,0,no_match
Nanna Høyrup,Alternativet,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Nanna W. Gotfredsen,Moderaterne,Københavns Storkreds,,,0,0,0,0,0,no_match
Natascha Remvig,Venstre,Københavns Storkreds,,,0,0,0,0,0,no_match
Nicklas Stampe Raabjerg,Alternativet,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Niels Bolding,Dansk Folkeparti,Fyns Storkreds,,,0,0,0,0,0,no_match
Niels H. Bünemann,Venstre,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Niels Haxthausen,SF - Socialistisk Folkeparti,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Niels Henning Bladt,Venstre,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Niklas Stenbye,Venstre,Bornholms Storkreds,,,0,0,0,0,0,no_match
Nikolaj Bøgh,Det Konservative Folkeparti,Københavns Storkreds,,,0,0,0,0,0,no_match
Nikolaj Vang,Danmarksdemokraterne - Inger Støjberg,Fyns Storkreds,,,0,0,0,0,0,no_match
Nynne Printz,SF - Socialistisk Folkeparti,Fyns Storkreds,,,0,0,0,0,0,no_match
Ole Dupont Kofod,Alternativet,Fyns Storkreds,,,0,0,0,0,0,no_match
Patrizia Venturelli Christensen,Liberal Alliance,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Paw Hedegaard Amdisen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Paw Karslund,Dansk Folkeparti,Københavns Storkreds,,,0,0,0,0,0,no_match
Per Husted,Socialdemokratiet,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Per Knudsen,Dansk Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Per Nørgaard Andersen,Liberal Alliance,Københavns Storkreds,,,0,0,0,0,0,no_match
Pernille Birch,Det Konservative Folkeparti,Københavns Storkreds,,,0,0,0,0,0,no_match
Pernille Skærsø,Alternativet,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Peter Bilgrav,Alternativet,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Peter Roswall,Enhedslisten - De Rød-Grønne,Sjællands Storkreds,,,0,0,0,0,0,no_match
Peter Sporleder,Det Konservative Folkeparti,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Peter Svarre Fridolf,Det Konservative Folkeparti,Bornholms Storkreds,,,0,0,0,0,0,no_match
Philip Vivet,Radikale Venstre,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Phillip Kjær Luscombe,Venstre,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Pia Adelsteen,Dansk Folkeparti,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Pia Elberg,Radikale Venstre,Nordjyllands Storkreds,,,0,0,0,0,0,no_match
Pia Halkjær,Socialdemokratiet,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Pia Offer Madsen,Liberal Alliance,Fyns Storkreds,,,0,0,0,0,0,no_match
Pil Yildiz,Enhedslisten - De Rød-Grønne,Københavns Storkreds,,,0,0,0,0,0,no_match
Preben Friis-Hauge,Venstre,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Ragnar Dixen,Liberal Alliance,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Ralf Høgedal,Venstre,Vestjyllands Storkreds,,,0,0,0,0,0,no_match
Rasmus Elkjær Larsen,Det Konservative Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Rasmus Hylleberg,Venstre,Sjællands Storkreds,,,0,0,0,0,0,no_match
Ricki Vejsmose,Venstre,Københavns Omegns Storkreds,,,0,0,0,0,0,no_match
Rune Højer,Dansk Folkeparti,Sydjyllands Storkreds,,,0,0,0,0,0,no_match
Rune Palm,SF - Socialistisk Folkeparti,Københavns Storkreds,,,0,0,0,0,0,no_match
Salik Anders Rosing,Alternativet,Nordsjællands Storkreds,,,0,0,0,0,0,no_match
Sandra Skalvig,Liberal Alliance,Sjællands Storkreds,,,0,0,0,0,0,no_match
Sanne Pilgaard,Borgernes Parti - Lars Boje Mathiesen,Sjællands Storkreds,,,0,0,0,0,0,no_match
Sara Pernille Jespersen,Moderaterne,Østjyllands Storkreds,,,0,0,0,0,0,no_match
Sasja Elkjær Krogsdal,Alternativet,Østjyllands Storkreds,,,0,0,0,0,0,no_match
